,ID,p7,p12,p5,p15,p9,p2,p17,p18,p20,p6
1695,1224,4,4,2,2,4,3,2,4,4,2
1696,1225,2,3,3,4,3,2,3,4,3,2
1697,1226,3,3,2,3,3,3,3,3,3,2
1698,1227,4,4,2,4,3,4,4,4,4,4
1699,1228,4,3,3,4,3,3,3,4,4,3
1700,1229,4,4,3,4,3,3,3,3,3,2
1701,1230,3,3,4,3,3,4,3,3,4,3
1702,1231,3,3,3,2,3,3,2,3,3,2
1703,1232,3,3,2,4,3,4,4,4,4,4
1704,1233,3,3,2,4,3,3,3,4,3,2
1705,1234,3,4,4,4,4,3,4,4,4,4
1706,1234,4,4,3,4,4,4,3,4,4,3
1707,1235,2,3,3,4,3,1,4,3,4,4
1708,1236,2,4,3,4,3,4,4,3,4,3
1709,1237,3,4,3,4,3,3,3,3,4,3
1710,1237,3,4,3,4,4,3,3,3,3,4
1711,1238,3,4,4,4,4,4,3,4,4,4
1712,1239,4,3,3,4,3,3,4,3,4,3
1713,1239,3,3,3,4,4,4,4,3,4,3
1714,1240,3,4,2,4,2,3,3,3,4,3
1715,1240,3,3,2,4,2,4,3,3,4,2
1716,1241,4,4,4,4,4,3,4,3,3,4
1717,1242,4,4,3,4,4,4,4,3,4,4
1718,1243,4,4,3,4,4,3,4,3,4,4
1719,1244,3,4,2,4,2,3,3,4,4,2
1720,1244,4,3,3,4,4,3,2,4,4,3
1721,1245,3,3,3,2,3,4,2,3,3,2
1722,1246,1,4,4,4,4,3,4,3,3,4
1723,1247,2,3,4,4,3,3,4,4,4,3
1724,1248,1,4,3,4,4,3,4,4,4,2
1725,1248,4,4,3,4,3,4,3,3,4,3
1726,1249,3,4,4,4,4,3,4,4,4,4
1727,1249,4,4,4,4,4,3,4,4,4,4
1728,1250,3,3,3,4,3,4,3,3,4,4
1729,1251,3,2,2,4,2,3,4,4,4,2
1730,1252,3,3,3,4,3,4,3,4,4,4
1731,1253,3,4,3,4,4,3,4,3,3,3
1732,1254,3,2,3,4,3,3,4,3,4,3
1733,1254,3,3,3,4,2,3,2,3,4,2
1734,1255,2,3,3,4,3,3,4,4,3,3
1735,1256,3,4,3,3,3,4,3,4,4,3
1736,1257,4,4,2,4,4,3,4,3,3,4
1737,1258,3,3,2,4,2,3,4,3,4,2
1738,1258,3,3,3,3,3,2,3,3,3,3
1739,1259,3,3,3,4,4,4,4,4,4,3
1740,1260,3,3,2,4,3,3,4,4,3,2
1741,1261,3,3,2,3,3,3,2,3,3,2
1742,1262,3,2,4,4,2,3,2,3,3,3
1743,1262,1,2,4,4,4,3,4,3,4,4
1744,1263,4,3,2,3,3,4,3,3,2,3
1745,1264,3,3,2,4,2,3,4,3,4,2
1746,1265,3,3,4,3,3,4,3,3,4,3
1747,1266,4,4,4,4,3,4,4,4,4,3
1748,1266,4,2,4,1,4,4,4,4,4,4
1749,1267,4,3,2,4,3,3,3,3,4,2
1750,1268,3,4,3,4,4,4,4,4,4,3
1751,1268,3,4,3,3,3,4,4,4,3,3
1752,1269,3,4,2,3,2,3,2,3,1,2
1753,1269,3,4,2,4,2,3,2,3,3,2
1754,1270,3,3,4,4,3,3,3,4,4,3
1755,1270,3,3,4,4,3,4,4,4,4,3
1756,1270,2,4,4,4,4,4,4,4,4,4
1757,1271,4,3,2,4,3,3,4,4,4,2
1758,1272,4,4,4,4,4,4,4,4,4,4
1759,1272,3,4,2,4,2,3,2,4,3,2
1760,1273,3,4,3,4,4,4,3,4,3,3
1761,1274,3,4,2,4,3,3,4,4,4,2
1762,1275,4,4,3,4,4,4,4,3,4,3
1763,1276,3,3,3,4,3,4,4,3,4,4
1764,1277,3,3,3,4,3,3,2,3,4,3
1765,1278,3,4,4,3,4,3,3,4,4,3
1766,1279,3,3,3,4,3,4,4,3,4,3
1767,1280,4,3,2,4,3,3,3,4,4,2
1768,1281,4,4,2,4,2,4,4,4,4,2
1769,1281,4,4,2,4,2,1,4,4,4,4
1770,1282,2,4,3,4,4,4,4,4,4,4
1771,1283,1,2,3,4,4,3,4,3,4,3
1772,1283,3,3,2,4,3,3,4,3,4,4
1773,1284,4,4,4,4,4,4,4,3,4,3
1774,1284,3,2,3,4,4,4,4,4,4,3
1775,1284,3,4,2,4,3,3,3,3,4,2
1776,1285,3,3,2,4,4,3,4,4,4,3
1777,1286,3,2,2,3,2,3,3,4,3,2
1778,1287,3,4,3,4,3,3,4,3,4,3
1779,1288,1,4,4,3,3,1,3,3,3,3
1780,1289,4,2,2,4,2,3,4,3,3,2
1781,1289,3,4,2,4,4,3,2,3,4,4
1782,1290,3,3,2,3,2,3,2,3,3,2
1783,1290,2,3,3,3,2,3,3,4,3,3
1784,1290,3,2,2,3,2,3,2,3,3,2
1785,1291,4,4,3,4,4,4,4,4,4,4
1786,1291,4,4,2,4,4,4,4,3,4,3
1787,1292,1,4,2,4,2,3,4,3,3,2
1788,1292,3,4,3,4,3,3,3,3,3,3
1789,1293,3,4,3,4,4,3,4,3,4,3
1790,1293,4,3,3,4,3,3,3,3,3,2
1791,1294,4,3,3,4,3,3,4,4,3,3
1792,1294,1,4,4,4,4,3,4,4,3,4
1793,1294,3,3,3,4,3,4,4,4,4,4
1794,1295,4,3,2,4,3,3,4,4,4,3
1795,1296,3,3,3,3,3,4,3,4,3,3
1796,1297,2,4,2,4,4,2,4,4,4,4
1797,1297,3,4,2,4,2,3,4,4,4,4
1798,1298,3,3,2,4,4,2,4,3,3,2
1799,1299,2,4,4,4,2,1,3,3,4,4
1800,1300,4,2,2,4,2,3,4,4,4,2
1801,1300,4,3,3,4,3,3,4,4,3,3
1802,1301,4,3,3,4,3,3,3,4,4,3
1803,1302,4,4,2,4,4,2,2,3,4,1
1804,1303,3,2,2,4,3,4,3,3,3,3
1805,1304,4,3,3,4,3,2,1,4,4,3
1806,1305,4,3,2,4,2,4,2,4,4,3
1807,1305,3,3,2,4,2,3,4,3,3,2
1808,1306,2,3,3,4,3,2,2,3,3,3
1809,1306,4,2,2,4,2,3,2,3,3,3
1810,1307,3,3,3,4,3,3,3,3,4,3
1811,1307,3,4,3,4,3,3,4,3,3,3
1812,1308,2,4,4,4,3,3,4,3,4,2
1813,1308,4,4,3,4,3,4,4,3,4,2
1814,1309,4,4,2,4,4,4,4,3,4,3
1815,1309,4,4,4,4,4,3,4,4,4,3
1816,1310,3,3,3,4,3,3,3,3,4,3
1817,1310,3,4,3,4,4,3,3,3,3,3
1818,1311,3,3,4,4,3,4,3,3,4,2
1819,1312,3,3,2,4,3,4,4,4,4,3
1820,1313,4,3,2,3,3,3,3,3,3,4
1821,1314,4,4,3,4,4,3,3,3,3,2
1822,1315,2,3,3,3,2,3,3,3,3,3
1823,1316,3,2,2,4,2,3,2,2,3,2
1824,1317,3,3,3,4,3,4,4,4,4,3
1825,1318,4,3,3,4,3,2,3,4,4,3
1826,1319,2,4,3,4,4,4,4,4,4,3
1827,1320,4,2,2,3,3,3,3,4,4,3
1828,1321,3,4,2,4,4,3,4,4,4,3
1829,1321,3,3,2,3,1,3,3,3,4,2
1830,1322,2,3,2,3,3,3,3,3,3,3
1831,1323,1,4,3,2,3,3,4,3,3,2
1832,1324,3,4,2,4,4,3,4,4,1,3
1833,1325,3,4,2,3,3,3,4,4,4,3
1834,1325,3,2,2,2,2,3,3,3,4,2
1835,1326,3,3,4,4,4,4,3,4,4,4
1836,1327,4,3,3,4,3,3,4,4,4,3
1837,1328,3,3,3,3,3,3,3,3,3,3
1838,1328,4,4,4,4,4,4,4,4,4,4
1839,1328,2,4,3,4,3,4,4,4,4,3
1840,1329,3,3,1,4,2,3,4,4,4,1
1841,1330,3,2,3,3,3,3,2,3,2,2
1842,1331,1,2,3,4,2,3,4,3,3,2
1843,1331,3,3,2,3,3,3,3,3,3,3
1844,1332,3,3,4,4,2,3,4,3,4,3
1845,1333,3,2,2,4,2,3,3,3,4,2
1846,1334,3,3,1,3,2,2,3,4,3,3
1847,1335,4,3,2,4,4,3,4,4,4,3
1848,1336,3,4,4,4,3,4,4,4,3,4
1849,1337,3,3,2,4,3,4,4,3,4,3
1850,1338,2,2,3,4,2,3,2,3,3,2
1851,1339,3,2,2,2,2,3,2,3,3,2
1852,1339,3,2,2,2,2,3,2,3,3,2
1853,1340,4,3,3,4,3,4,3,4,4,4
1854,1341,3,3,2,4,3,3,3,3,3,4
1855,1342,3,3,4,4,4,4,3,4,4,3
1856,1342,3,3,2,3,3,2,1,3,3,3
1857,1343,1,3,3,4,3,4,3,3,3,3
1858,1344,4,2,2,3,3,3,3,4,4,2
1859,1345,4,2,4,4,4,3,4,3,4,4
1860,1346,4,4,2,4,4,3,4,4,4,4
1861,1347,3,4,3,2,3,3,4,3,3,3
1862,1347,3,3,2,4,2,3,3,3,3,3
1863,1348,3,2,2,4,2,3,2,3,3,2
1864,1349,4,4,2,4,4,3,4,3,4,4
1865,1349,1,4,2,4,2,3,4,4,4,2
1866,1349,4,2,4,4,4,3,4,4,4,2
1867,1350,2,3,2,3,3,4,3,3,4,3
1868,1351,2,2,3,4,3,3,4,3,3,3
1869,1352,3,3,3,4,3,3,3,3,4,3
1870,1352,4,3,3,3,3,3,3,4,4,2
1871,1353,3,3,3,4,3,3,2,4,4,3
1872,1354,4,3,3,3,3,3,3,4,3,3
1873,1355,4,3,3,4,3,3,3,3,4,4
1874,1355,3,3,3,4,3,3,4,4,4,3
1875,1356,4,3,3,3,3,4,3,4,4,3
1876,1357,2,4,4,4,4,4,4,4,4,4
1877,1357,3,3,3,4,3,4,3,3,4,3
1878,1358,4,4,2,4,3,3,4,3,3,3
1879,1359,4,3,3,4,3,3,4,4,4,3
1880,1360,3,2,2,3,2,3,3,4,3,3
1881,1361,2,3,3,3,3,4,3,4,4,3
1882,1361,4,3,2,4,3,3,3,4,4,2
1883,1362,3,2,2,4,3,3,4,4,4,3
1884,1363,3,2,2,3,2,3,3,3,2,2
1885,1363,3,2,3,3,3,2,3,3,4,2
1886,1364,3,4,3,4,4,4,4,4,4,4
1887,1365,3,3,2,4,2,2,2,4,4,3
1888,1366,4,4,4,4,4,4,4,4,4,3
1889,1366,3,4,3,3,4,4,4,4,3,2
1890,1367,4,3,2,4,2,3,4,4,4,4
1891,1367,2,4,3,4,4,3,4,4,4,3
1892,1368,3,2,2,3,2,3,2,3,3,2
1893,1369,4,3,4,4,3,3,4,3,4,3
1894,1369,4,3,2,4,3,4,4,3,1,4
1895,1370,3,3,3,4,3,4,3,3,4,2
1896,1371,3,4,4,3,3,4,3,3,1,4
1897,1372,3,4,4,4,2,3,4,3,3,2
1898,1373,4,3,3,3,3,4,3,4,4,3
1899,1373,4,3,3,4,3,3,3,3,4,3
1900,1374,1,4,4,4,4,1,4,1,1,4
1901,1374,4,4,3,4,3,4,3,3,4,2
1902,1375,3,2,3,4,4,3,4,4,4,3
1903,1376,3,3,3,4,3,3,4,4,4,3
1904,1377,3,3,3,3,3,4,4,3,4,2
1905,1377,2,3,3,3,4,3,2,3,4,3
1906,1378,4,3,3,4,3,4,4,4,4,2
1907,1379,3,2,2,4,2,3,3,3,3,2
1908,1380,3,3,2,3,3,3,3,3,4,2
1909,1380,3,3,2,3,3,3,3,3,3,2
1910,1381,4,3,2,4,3,3,3,4,4,3
1911,1382,4,4,2,3,3,2,4,3,3,3
1912,1382,4,3,2,4,2,4,3,4,4,3
1913,1383,3,3,2,4,4,3,3,3,3,3
1914,1383,4,3,4,4,4,4,4,4,4,4
1915,1384,3,4,4,4,3,3,4,4,4,3
1916,1385,3,4,4,4,2,3,4,3,1,2
1917,1386,1,4,4,4,4,4,2,3,3,3
1918,1386,4,1,2,4,1,3,3,1,2,3
1919,1387,3,3,2,4,4,3,4,3,3,3
1920,1388,2,3,3,4,3,2,3,3,4,3
1921,1389,3,2,2,4,3,3,3,4,3,3
1922,1389,3,3,3,4,2,3,3,3,4,3
1923,1390,4,4,2,4,3,4,4,4,4,3
1924,1391,1,4,4,4,2,1,4,1,2,4
1925,1392,3,4,2,4,4,3,4,4,4,4
1926,1392,1,4,4,4,4,3,4,4,1,4
1927,1393,3,4,2,4,4,3,2,3,3,4
1928,1394,3,3,3,3,3,3,3,3,3,3
1929,1395,3,4,3,4,4,2,3,3,4,3
1930,1395,3,3,3,4,4,2,3,3,4,3
1931,1396,3,3,4,4,4,3,4,3,4,2
1932,1397,4,4,3,4,4,4,4,4,4,2
1933,1397,4,3,3,3,2,4,3,4,4,2
1934,1398,4,3,4,4,4,4,4,4,4,2
1935,1399,3,3,2,3,3,3,3,3,2,3
1936,1400,3,2,2,3,3,3,2,3,3,3
1937,1400,3,4,2,2,4,3,2,3,3,2
1938,1401,3,3,2,4,2,3,2,3,3,2
1939,1402,2,4,3,4,4,2,4,4,4,4
1940,1402,3,3,2,3,3,3,3,3,3,2
1941,1403,2,2,4,4,2,2,4,4,4,3
1942,1403,3,3,3,3,3,3,4,3,3,4
1943,1404,3,3,3,4,4,2,4,3,4,3
1944,1404,3,3,3,4,3,3,4,4,4,3
1945,1405,3,4,2,4,4,3,4,4,4,4
1946,1405,3,4,2,4,2,3,2,3,4,4
1947,1406,3,2,2,3,2,3,3,3,3,2
1948,1406,4,3,2,4,3,3,3,3,3,3
1949,1407,3,3,3,3,3,3,3,3,3,3
1950,1408,4,4,3,3,3,3,4,3,3,3
1951,1409,4,4,4,4,4,4,4,4,4,3
1952,1409,3,4,2,4,3,4,4,3,3,2
1953,1410,3,4,3,4,3,4,3,4,4,3
1954,1411,3,2,2,4,3,2,3,4,4,2
1955,1412,4,3,2,3,2,4,2,4,4,2
1956,1412,3,2,2,4,2,3,3,3,3,3
1957,1413,4,3,2,4,3,3,4,4,4,2
1958,1414,4,2,2,4,3,3,4,4,2,2
1959,1415,4,3,3,4,3,4,3,4,4,3
1960,1415,4,3,2,4,3,3,4,4,4,3
1961,1416,3,4,3,4,4,3,4,4,4,3
1962,1417,1,4,3,4,4,4,3,4,4,4
1963,1418,3,3,4,4,3,3,4,3,4,4
1964,1419,3,3,3,3,2,3,2,3,4,2
1965,1419,3,3,2,3,2,3,2,3,3,2
1966,1420,4,4,2,4,3,3,4,2,3,2
1967,1421,3,3,3,4,3,3,4,4,4,3
1968,1422,4,3,3,4,3,3,4,4,4,2
1969,1423,4,3,3,4,3,1,3,2,3,3
1970,1424,3,2,4,4,2,3,4,3,3,2
1971,1424,3,2,2,4,3,3,2,3,3,2
1972,1425,3,3,3,4,3,3,3,3,3,3
1973,1425,3,3,2,4,3,3,3,3,3,3
1974,1426,2,3,3,4,3,3,4,3,3,3
1975,1427,2,3,3,4,3,3,4,4,4,3
1976,1427,3,3,2,4,2,3,3,3,4,2
1977,1428,2,3,3,4,2,3,3,3,4,3
1978,1429,3,3,4,4,3,3,4,4,4,4
1979,1430,3,3,1,4,3,3,2,4,4,2
1980,1431,3,4,2,4,4,3,4,3,3,4
1981,1432,4,3,3,4,3,3,3,4,4,3
1982,1432,2,2,2,4,3,3,4,3,4,3
1983,1433,3,3,4,4,3,3,3,4,4,3
1984,1434,3,3,3,4,3,3,4,3,4,3
1985,1435,3,3,2,3,3,4,3,2,2,2
1986,1435,3,3,2,3,3,3,3,3,3,2
1987,1436,3,3,4,4,4,3,4,4,4,4
1988,1437,4,3,2,4,3,3,3,4,4,3
1989,1438,3,3,2,3,3,3,2,3,3,1
1990,1438,4,4,4,4,2,3,4,1,3,2
1991,1439,4,4,2,4,4,4,2,4,4,2
1992,1439,3,4,2,4,4,4,2,3,4,2
1993,1440,3,3,3,3,3,4,3,4,4,3
1994,1441,2,3,3,3,3,3,3,2,2,3
1995,1442,3,4,3,4,4,4,3,4,4,3
1996,1443,2,3,2,4,3,4,3,3,4,3
1997,1444,3,2,2,4,2,3,3,4,4,2
1998,1445,3,3,3,4,3,3,3,3,3,2
1999,1446,3,4,4,4,2,3,4,4,4,3
2000,1447,3,4,2,4,4,3,4,4,3,4
2001,1448,3,3,2,4,4,3,4,4,4,2
2002,1449,3,3,2,4,3,3,2,3,2,3
2003,1449,2,3,2,3,3,1,3,2,2,3
2004,1450,4,3,3,3,3,4,4,3,4,3
2005,1451,4,2,2,4,2,3,3,3,4,3
2006,1452,3,4,4,4,3,3,3,4,2,3
2007,1452,4,2,3,4,3,1,3,3,4,3
2008,1453,4,4,3,4,3,4,4,4,4,3
2009,1454,3,3,3,4,3,3,3,3,4,3
2010,1454,4,3,2,4,3,3,3,4,4,3
2011,1455,2,3,3,3,3,3,4,3,3,3
2012,1455,2,2,3,4,3,3,2,3,3,3
2013,1456,4,4,4,4,4,3,3,4,4,3
2014,1456,4,3,3,4,3,3,4,4,3,3
2015,1457,4,4,3,4,4,3,3,4,4,3
2016,1458,4,3,3,3,3,4,3,4,4,3
2017,1459,4,4,4,4,4,4,4,3,4,4
2018,1460,2,3,3,3,3,2,3,2,4,4
2019,1460,3,4,3,4,3,3,3,2,4,3
2020,1461,3,3,3,4,3,3,3,3,4,3
2021,1462,4,3,3,4,3,3,4,3,3,3
2022,1463,3,3,3,3,3,4,4,3,4,3
2023,1464,3,3,4,3,4,4,4,3,4,3
2024,1465,3,3,2,4,3,4,4,3,4,3
2025,1466,3,3,1,4,3,3,3,3,4,2
2026,1466,3,2,2,4,3,3,4,3,3,2
2027,1467,4,3,2,4,3,1,3,3,4,2
2028,1467,3,3,3,4,3,3,2,3,4,3
2029,1468,2,3,3,4,3,4,3,3,4,3
2030,1468,4,3,4,3,4,3,3,3,3,4
2031,1469,3,4,2,4,2,3,2,3,3,2
2032,1470,3,4,4,4,4,4,4,3,4,4
2033,1471,3,3,2,3,2,3,3,3,4,3
2034,1472,3,3,2,3,3,4,3,3,4,4
2035,1473,4,3,2,4,3,3,4,3,4,3
2036,1473,2,2,3,3,2,3,3,3,3,2
2037,1474,3,3,3,3,3,3,3,3,3,3
2038,1475,4,4,3,4,3,4,4,3,4,2
2039,1476,3,4,3,4,2,3,3,4,4,2
2040,1477,2,3,3,3,3,4,3,4,3,3
2041,1477,4,3,3,4,3,3,3,3,3,3
2042,1478,3,3,3,4,3,2,3,3,4,3
2043,1479,4,4,3,3,3,3,3,3,3,3
2044,1479,3,4,4,4,3,3,4,4,4,4
2045,1480,3,3,1,3,3,3,2,3,3,2
2046,1481,4,4,3,3,4,3,4,3,3,3
2047,1482,3,4,2,4,4,4,4,3,4,4
2048,1482,3,4,4,4,4,1,4,3,3,2
2049,1483,3,3,3,4,3,3,3,4,4,3
2050,1484,4,3,3,4,3,4,3,4,4,3
2051,1484,3,3,3,4,3,4,3,4,4,4
2052,1485,2,4,4,4,3,4,3,4,4,4
2053,1485,2,4,4,4,4,4,4,3,4,4
2054,1486,3,2,3,4,4,2,4,4,3,3
2055,1487,4,3,2,4,2,4,3,3,4,2
2056,1488,1,2,4,4,4,3,4,3,3,3
2057,1488,4,3,4,3,4,4,3,4,3,4
2058,1489,3,4,2,4,2,4,4,3,3,2
2059,1489,3,3,2,4,2,3,4,3,3,2
2060,1490,2,3,3,4,3,3,3,3,3,3
2061,1490,1,3,3,3,3,1,4,3,2,3
2062,1491,4,3,2,4,4,4,4,4,4,3
2063,1492,3,2,4,4,4,3,4,4,4,4
2064,1493,4,3,3,3,3,3,3,3,3,4
2065,1493,2,3,3,4,3,3,3,3,3,3
2066,1494,2,3,3,3,3,2,3,2,2,3
2067,1494,2,3,3,4,3,2,3,2,3,3
2068,1495,3,3,3,3,2,4,3,3,4,3
2069,1496,4,2,3,4,3,3,3,4,4,3
2070,1497,2,3,3,4,3,3,4,4,4,3
2071,1497,4,4,4,4,4,3,4,4,4,4
2072,1498,3,2,3,4,2,3,4,3,4,3
2073,1498,4,2,2,3,2,3,4,4,4,3
2074,1499,2,3,3,4,3,3,4,2,1,2
2075,1500,2,4,4,4,4,4,4,1,1,3
2076,1501,2,3,3,3,2,3,3,4,4,3
2077,1502,4,3,3,4,4,3,4,3,4,3
2078,1502,4,4,3,4,3,3,4,3,3,3
2079,1503,3,3,2,4,3,3,4,3,4,3
2080,1504,3,4,3,4,4,4,4,3,3,4
2081,1505,4,4,3,4,4,4,4,4,4,4
2082,1505,4,3,3,4,3,4,4,4,4,3
2083,1506,4,3,3,4,3,3,2,3,4,3
2084,1506,4,4,4,4,4,4,4,4,4,4
2085,1507,3,2,2,4,2,3,2,4,4,2
2086,1508,3,4,2,3,2,3,3,2,2,2
2087,1508,4,3,3,4,3,3,3,3,4,4
2088,1509,1,4,4,4,2,3,4,3,3,2
2089,1510,2,3,2,3,3,4,4,3,4,3
2090,1511,4,3,2,3,3,3,3,4,4,4
2091,1511,3,3,2,3,2,3,3,4,4,3
2092,1512,4,3,3,4,3,4,3,4,4,3
2093,1513,3,3,2,3,2,3,2,3,3,2
2094,1514,4,3,3,3,3,3,3,3,3,3
2095,1514,4,3,3,4,3,4,4,4,4,2
2096,1515,3,4,2,4,2,4,2,3,3,3
2097,1516,3,4,4,4,4,4,4,4,3,4
2098,1517,3,4,3,4,3,3,3,3,3,3
2099,1518,3,4,2,4,2,3,4,3,4,2
2100,1518,3,4,2,4,4,4,4,3,4,4
2101,1519,2,3,2,3,2,1,4,3,4,3
2102,1520,4,3,2,4,3,4,3,3,3,2
2103,1521,4,3,2,4,3,3,4,3,4,3
2104,1521,3,2,2,4,4,3,4,3,4,3
2105,1522,4,3,3,4,3,3,4,4,4,4
2106,1523,2,4,3,4,3,4,3,4,3,3
2107,1524,4,3,2,4,3,4,3,4,4,2
2108,1525,3,3,2,4,2,3,3,3,3,2
2109,1526,3,3,3,3,3,2,3,3,3,3
2110,1526,3,3,3,4,3,3,4,3,3,3
2111,1527,3,4,2,4,4,3,4,3,4,2
2112,1528,3,2,2,3,3,3,3,3,3,2
2113,1530,2,3,3,3,3,4,3,3,4,3
2114,1530,3,4,2,4,2,3,4,3,4,3
2115,1531,3,2,2,2,2,3,2,4,4,2
2116,1532,3,3,3,3,2,4,3,2,2,2
2117,1533,4,4,2,4,2,1,4,1,3,2
2118,1534,1,2,2,3,2,3,2,4,3,2
2119,1534,3,3,2,2,3,3,2,3,3,2
2120,1535,1,3,4,4,3,4,4,4,4,3
2121,1535,4,3,3,4,3,2,3,4,4,4
2122,1536,2,2,3,3,4,3,3,2,2,2
2123,1537,3,4,4,4,2,1,2,3,3,4
2124,1537,1,3,4,4,4,4,2,3,4,4
2125,1538,1,4,2,2,2,1,4,1,1,4
2126,1538,2,3,2,4,3,4,3,2,4,2
2127,1539,3,4,2,4,2,3,2,3,3,4
2128,1539,1,4,2,4,4,3,2,1,4,2
2129,1540,1,4,4,4,2,4,2,1,3,4
2130,1540,3,4,4,2,2,3,2,3,3,4
2131,1541,4,4,4,4,4,4,4,3,4,2
2132,1541,3,3,4,3,3,4,2,3,4,2
2133,1542,3,3,4,4,4,3,4,3,1,4
2134,1543,2,3,3,3,3,4,3,4,3,3
2135,1544,4,3,2,3,3,4,2,3,3,4
2136,1544,3,2,2,4,2,4,2,3,4,2
2137,1545,3,4,3,4,2,1,1,3,3,3
2138,1545,2,4,2,2,3,3,3,1,3,2
2139,1546,4,2,2,4,2,3,4,3,4,2
2140,1546,4,3,3,4,2,3,3,4,3,4
2141,1547,2,3,3,3,3,2,3,2,2,3
2142,1547,3,3,3,2,3,3,2,2,3,3
2143,1548,3,4,2,4,2,4,2,3,4,2
2144,1548,3,2,2,4,2,4,4,3,4,2
2145,1549,3,2,2,2,2,3,2,4,4,2
2146,1550,3,4,4,4,3,3,4,4,4,2
2147,1550,3,4,4,4,4,3,4,4,4,4
2148,1551,1,4,2,4,3,4,4,4,4,3
2149,1552,4,4,3,4,3,4,4,4,4,3
2150,1553,4,2,2,4,2,3,4,3,4,2
2151,1553,4,4,2,4,2,3,4,3,4,2
2152,1554,4,4,3,3,3,4,2,4,4,3
2153,1554,4,4,2,4,3,3,4,4,4,4
2154,1555,3,2,2,2,2,3,2,3,3,2
2155,1555,3,4,2,4,4,3,4,4,3,4
2156,1556,3,4,3,3,3,4,3,4,4,3
2157,1557,4,4,4,4,4,1,4,4,4,4
2158,1558,4,3,2,3,3,3,3,3,4,3
2159,1559,3,2,2,3,3,2,3,2,1,4
2160,1559,3,4,2,4,4,3,4,3,3,3
2161,1560,4,4,3,4,3,4,4,4,4,2
2162,1560,4,4,3,4,4,4,4,4,4,4
2163,1561,1,4,1,4,4,4,4,3,1,4
2164,1561,2,4,2,4,4,4,4,3,3,3
2165,1562,3,4,2,4,2,3,2,3,3,2
2166,1563,2,4,2,4,4,4,4,4,3,3
2167,1563,3,4,2,4,4,4,2,3,3,3
2168,1564,3,3,3,4,2,3,4,3,4,2
2169,1565,3,2,2,2,2,3,2,3,4,2
2170,1566,3,2,3,2,2,3,1,3,4,4
2171,1567,4,3,3,4,4,4,4,1,4,3
2172,1567,3,2,2,3,4,3,2,2,1,3
2173,1568,2,3,3,4,4,3,4,3,3,3
2174,1569,3,4,2,4,4,4,4,3,1,4
2175,1569,3,2,2,4,2,3,4,3,4,3
2176,1570,1,4,2,4,4,1,4,4,4,2
2177,1571,4,2,2,4,4,3,4,3,4,2
2178,1571,3,4,2,4,2,3,2,3,3,4
2179,1572,4,4,3,1,1,2,3,1,1,4
2180,1572,4,3,2,4,4,4,4,3,3,3
2181,1573,1,4,4,4,2,4,4,4,4,3
2182,1574,2,4,2,4,4,4,2,4,4,3
2183,1575,3,3,2,4,2,3,3,3,3,4
2184,1575,1,4,3,4,4,4,4,3,4,3
2185,1576,3,2,2,4,2,3,4,3,4,3
2186,1576,3,4,3,4,3,4,4,4,4,3
2187,1577,1,4,2,3,2,2,3,1,2,3
2188,1578,2,4,3,4,3,4,4,4,4,3
2189,1579,3,3,2,4,3,4,4,4,4,2
2190,1579,3,2,2,4,2,4,4,3,4,2
2191,1580,4,4,4,4,3,4,4,3,3,3
2192,1581,1,4,4,4,3,4,4,4,4,4
2193,1581,4,3,3,4,3,4,4,3,3,2
2194,1582,4,4,4,4,3,4,4,3,4,1
2195,1582,4,4,2,4,4,3,4,3,4,4
2196,1583,1,4,4,4,4,4,3,3,3,4
2197,1583,3,4,4,4,4,4,4,3,4,4
2198,1584,3,2,3,2,2,3,2,3,3,2
2199,1585,1,4,4,3,2,1,2,3,3,2
2200,1585,3,4,2,2,4,1,3,2,2,4
2201,1586,3,3,2,4,2,3,4,3,4,2
2202,1586,4,3,2,4,2,3,4,4,4,4
2203,1587,3,2,2,2,2,3,2,3,4,2
2204,1588,4,4,4,4,4,3,3,3,3,3
2205,1589,4,3,3,4,3,4,3,4,4,3
2206,1589,1,4,2,4,4,4,4,4,4,4
2207,1590,4,4,4,4,4,4,4,4,4,4
2208,1590,3,4,4,4,4,4,4,3,4,4
2209,1591,3,2,2,2,2,3,2,3,4,2
2210,1591,3,3,4,4,3,4,4,4,4,3
2211,1592,4,3,3,4,3,4,4,4,4,2
2212,1593,1,2,2,4,2,3,2,3,3,4
2213,1593,3,2,4,4,2,4,4,3,4,2
2214,1594,4,4,2,4,3,3,4,4,4,3
2215,1594,3,4,4,4,4,4,4,3,3,4
2216,1595,3,4,4,4,4,4,4,3,4,4
2217,1595,1,4,4,4,4,3,4,3,4,2
2218,1595,3,3,2,4,3,4,2,3,4,2
2219,1596,4,2,1,4,2,2,2,4,4,1
2220,1597,4,3,3,4,4,3,3,4,3,2
2221,1598,4,3,4,4,3,4,4,3,4,4
2222,1598,3,3,2,4,4,3,3,4,4,3
2223,1599,1,4,3,4,4,3,4,1,3,4
2224,1600,3,4,2,4,4,3,4,4,4,2
2225,1601,3,3,2,4,3,4,3,4,4,2
2226,1602,1,3,2,4,3,2,3,2,1,2
2227,1602,2,4,4,4,4,4,4,4,4,4
2228,1603,3,4,3,4,4,3,4,4,4,3
2229,1604,3,3,2,3,3,3,3,3,3,3
2230,1605,3,3,3,4,4,4,4,3,3,3
2231,1606,3,3,2,3,3,3,3,3,4,3
