,ID,p7,p12,p5,p15,p9,p2,p17,p18,p20,p6
575,419,4,4,3,4,4,3,4,4,4,3
576,419,1,4,4,4,4,3,2,3,3,4
577,420,2,3,3,3,3,2,3,2,2,3
578,420,1,3,4,2,3,1,1,3,1,4
579,421,4,4,2,2,2,3,3,3,4,2
580,421,3,4,2,4,4,3,2,3,4,4
581,422,3,4,4,4,4,4,4,4,4,4
582,422,3,4,3,4,3,3,3,3,3,3
583,423,3,3,2,4,3,3,4,3,4,2
584,423,3,3,2,3,3,3,2,3,3,3
585,424,1,4,4,4,3,2,4,1,1,4
586,424,2,2,3,4,3,4,3,3,3,3
587,425,1,4,4,4,4,4,4,3,4,4
588,426,4,4,2,4,4,3,4,4,4,4
589,426,3,3,3,4,3,4,3,4,4,2
590,427,2,3,4,2,2,2,2,2,3,2
591,427,3,2,2,4,2,3,4,3,3,2
592,428,3,4,2,4,4,3,2,3,3,2
593,428,1,4,2,4,4,3,2,4,3,2
594,429,3,4,3,4,4,2,4,3,3,3
595,429,3,4,4,3,4,4,4,4,4,3
596,431,3,2,3,4,2,3,3,3,4,2
597,431,4,3,2,4,3,1,3,2,3,2
598,433,3,3,3,3,3,3,3,3,3,3
599,434,3,3,3,4,3,2,4,3,3,3
600,434,3,3,2,4,2,3,4,3,3,2
601,435,4,3,3,4,3,4,3,4,4,3
602,436,3,4,4,4,4,4,4,4,4,4
603,438,3,4,2,4,4,4,4,3,4,3
604,438,3,4,3,4,3,3,4,2,4,2
605,438,3,4,3,4,4,4,4,4,3,3
606,439,4,4,3,4,4,4,4,4,4,4
607,440,3,3,2,3,3,3,3,3,3,3
608,441,4,3,2,4,3,3,3,4,3,2
609,441,3,2,2,4,3,3,3,4,3,2
610,442,4,3,2,4,3,3,3,3,3,2
611,443,4,4,3,4,4,4,4,4,4,4
612,444,3,4,3,4,3,3,3,3,4,3
613,445,3,3,3,4,3,2,3,3,3,3
614,445,4,3,2,3,3,3,3,2,2,3
615,446,3,3,2,4,3,3,3,3,3,2
616,447,3,2,3,4,3,3,3,3,3,2
617,447,2,3,3,3,3,3,3,3,4,3
618,448,3,3,2,4,3,3,4,2,3,3
619,449,4,3,4,4,4,4,4,3,4,4
620,450,3,3,3,4,3,4,4,4,4,3
621,451,4,3,2,4,3,4,3,2,3,3
622,452,3,4,3,4,4,3,4,3,4,3
623,453,3,3,2,4,3,3,3,3,4,2
624,454,3,3,3,3,3,3,3,3,3,3
625,455,3,2,3,3,3,3,3,4,3,3
626,456,4,3,3,4,3,4,4,3,4,3
627,457,3,3,2,4,3,3,3,3,2,3
628,458,3,4,2,4,2,3,2,3,3,2
629,459,3,3,2,4,3,3,3,3,3,3
630,460,2,4,3,4,4,3,4,4,4,4
631,461,1,4,3,4,4,4,4,4,4,4
632,462,3,4,4,4,3,1,3,3,4,4
633,462,4,4,2,4,4,4,2,3,4,4
634,463,3,3,2,4,2,3,4,3,3,3
635,464,4,4,3,3,3,3,4,3,2,3
636,465,2,3,3,4,3,3,3,4,3,3
637,465,2,3,3,3,3,3,3,4,4,3
638,466,3,4,2,4,4,3,4,3,4,3
639,466,3,4,4,4,4,4,4,3,3,4
640,467,2,3,2,4,3,3,4,4,3,3
641,468,3,2,2,4,2,3,4,3,3,2
642,469,3,3,2,4,3,3,3,3,4,4
643,469,2,3,3,4,3,4,4,3,4,3
644,469,2,2,2,3,2,3,3,3,4,2
645,470,3,3,2,3,3,3,3,3,4,2
646,471,4,3,2,3,3,3,4,3,3,1
647,472,4,3,3,4,3,2,4,4,4,3
648,473,3,3,3,4,3,4,4,3,3,3
649,474,3,4,2,4,2,4,3,3,4,3
650,475,3,4,3,4,3,4,4,4,4,3
651,475,3,3,2,4,3,3,4,4,4,3
652,476,3,3,3,4,3,3,3,3,3,3
653,477,4,3,3,4,3,4,4,4,4,3
654,477,3,4,3,3,3,4,1,4,4,3
655,477,3,3,4,3,4,3,3,4,4,2
656,478,4,4,4,4,4,4,4,4,4,4
657,478,3,2,3,4,3,3,3,4,4,3
658,479,3,2,2,4,2,3,4,4,4,3
659,480,3,3,2,4,3,3,3,2,2,3
660,481,3,3,2,4,3,3,4,4,4,2
661,482,3,3,2,4,3,2,4,3,4,2
662,483,2,4,3,2,3,3,4,3,3,3
663,484,3,3,3,4,3,2,3,3,3,3
664,485,4,3,1,4,3,3,4,3,4,3
665,486,1,4,4,4,4,1,4,4,4,4
666,486,4,4,2,4,4,3,4,3,3,2
667,487,3,4,4,4,3,4,4,4,4,4
668,488,3,3,2,4,3,2,3,3,3,2
669,488,4,4,4,4,4,3,4,3,4,4
670,489,4,4,2,4,4,4,4,3,4,3
671,489,4,3,3,4,3,3,3,3,4,3
672,490,3,3,2,3,2,3,3,3,3,2
673,491,1,4,2,4,3,4,4,1,4,4
674,492,2,3,2,4,3,3,2,4,4,2
675,493,4,4,2,4,2,3,2,3,3,4
676,493,3,3,2,4,3,3,3,4,4,4
677,494,2,2,2,4,4,3,3,3,2,2
678,494,2,3,3,4,3,1,3,3,3,2
679,494,1,4,3,4,4,3,3,3,3,4
680,495,3,4,2,4,4,3,4,3,4,3
681,496,3,4,2,4,4,3,1,3,4,4
682,496,1,4,4,4,2,4,2,4,4,4
683,496,3,2,2,3,2,3,2,2,3,2
684,497,3,3,3,4,4,3,3,4,4,3
685,497,3,2,3,4,3,3,3,4,4,4
686,498,3,4,2,4,3,4,2,3,4,2
687,499,4,4,4,4,4,4,4,4,4,4
688,499,1,4,4,4,4,1,4,3,4,4
689,500,3,2,3,4,2,3,2,4,4,3
690,500,3,2,3,4,3,3,3,4,3,4
691,501,4,3,3,4,2,3,4,3,3,3
692,502,3,3,3,3,3,3,3,4,4,3
693,503,2,3,3,3,3,4,4,3,3,3
694,504,3,2,2,3,2,3,2,3,3,2
695,504,3,3,3,3,3,3,3,3,3,3
696,505,3,4,3,4,4,4,4,3,4,4
697,506,3,2,2,3,3,3,3,3,4,2
698,506,3,3,2,4,4,3,4,4,4,3
699,507,3,3,2,4,2,2,3,3,3,2
700,508,3,3,2,4,4,3,4,3,3,2
701,509,2,4,3,4,3,4,3,3,4,3
702,509,3,3,3,3,4,3,4,3,3,4
703,509,3,3,3,4,4,3,3,3,3,2
704,510,3,3,3,4,4,4,4,4,4,4
705,510,4,4,3,4,4,3,4,3,4,4
706,511,2,3,3,3,3,3,3,3,2,2
707,511,2,3,2,3,2,3,3,3,3,3
708,512,3,3,4,3,3,3,3,3,2,3
709,513,3,3,2,3,3,4,3,3,4,3
710,514,3,4,4,4,4,3,4,3,3,4
711,515,2,4,3,4,3,4,3,3,4,3
712,515,3,4,2,3,3,4,4,3,3,3
713,516,2,3,3,3,3,2,3,2,4,3
714,517,4,3,3,4,3,4,3,4,4,3
715,518,3,2,2,2,2,3,2,3,3,2
716,521,4,4,3,4,4,3,4,4,4,4
717,523,4,4,2,4,3,4,2,3,4,2
718,524,3,4,4,4,4,3,2,3,3,4
719,525,3,3,2,3,2,3,3,3,3,3
720,526,2,3,2,4,3,3,3,4,4,3
721,527,3,2,2,4,3,3,3,3,4,2
722,527,4,4,2,4,3,4,3,4,4,2
723,528,3,2,2,3,2,3,2,3,4,3
724,528,4,3,2,4,3,3,4,3,4,4
725,529,3,3,2,4,3,3,4,3,3,3
726,530,3,3,3,4,3,3,3,4,4,3
727,531,4,3,3,3,3,2,3,3,3,3
728,532,4,3,2,3,4,3,4,4,3,3
729,532,3,3,2,4,4,4,3,4,4,3
730,533,4,3,2,3,3,3,3,4,3,3
731,533,3,3,3,4,3,3,3,3,3,2
732,534,4,3,3,4,4,3,4,3,3,4
733,536,1,3,4,4,4,3,4,4,4,4
734,537,2,3,3,3,3,3,3,4,4,3
735,538,3,4,2,4,2,3,4,3,4,3
736,539,3,2,2,3,3,3,4,4,3,2
737,541,3,3,2,4,3,3,2,3,3,3
738,542,1,4,2,4,4,4,4,4,4,4
739,543,4,2,2,4,4,3,4,3,4,2
740,544,4,2,3,4,2,4,2,3,3,2
741,546,4,2,3,4,3,4,3,4,4,2
742,547,3,3,3,4,3,4,3,3,3,3
743,548,2,4,2,4,4,3,4,4,4,3
744,549,4,2,2,4,2,3,3,3,3,3
745,550,4,4,2,4,4,3,4,4,4,4
746,550,4,4,3,4,4,3,4,3,4,4
747,551,4,4,4,4,4,1,4,4,4,2
748,551,4,2,2,4,3,4,4,4,4,3
749,552,4,3,3,4,4,3,3,3,4,3
750,553,3,3,2,3,3,3,2,3,3,4
751,554,3,3,2,4,3,4,4,4,4,2
752,555,3,2,2,4,2,3,4,3,1,2
753,555,4,2,3,4,2,4,4,4,4,2
754,556,1,4,2,4,4,3,4,4,4,4
755,557,3,3,2,4,2,3,3,3,3,2
756,558,3,3,4,4,4,4,3,4,3,3
757,558,4,3,3,4,4,4,4,4,4,3
758,558,4,4,2,3,2,4,4,4,4,3
759,560,3,3,2,4,3,4,3,3,4,3
760,560,3,3,2,4,3,3,4,4,4,3
761,561,3,4,2,3,4,3,3,2,3,2
762,561,4,4,3,4,4,4,4,4,4,4
763,562,3,4,3,4,3,4,4,4,4,3
764,562,4,3,4,4,3,4,4,4,3,3
765,563,3,2,2,2,2,3,2,3,3,2
766,563,3,3,2,3,3,3,3,3,3,2
767,564,4,3,2,3,3,4,4,4,4,3
768,566,3,4,2,4,3,3,3,3,4,2
769,566,3,4,3,4,3,4,4,4,4,2
770,567,4,3,3,4,3,4,4,4,4,3
771,567,3,3,3,4,3,3,3,3,4,3
772,568,4,3,3,3,3,4,4,4,4,3
773,569,4,3,2,3,3,3,3,3,3,3
774,570,3,3,3,4,3,4,3,4,4,3
775,571,4,3,3,4,3,4,3,4,4,3
776,571,2,4,3,4,3,1,3,3,3,3
777,571,4,3,3,4,3,4,3,3,3,3
778,572,3,2,2,3,3,4,2,4,4,2
779,572,4,3,2,4,3,4,4,4,4,3
780,573,4,2,4,4,2,3,3,3,4,2
781,575,4,3,3,4,3,3,4,3,4,3
782,575,3,3,3,4,3,4,4,4,4,3
783,576,4,3,3,3,3,3,3,3,3,3
784,576,4,3,2,3,3,3,3,3,3,3
785,577,4,3,3,4,3,4,4,4,3,4
786,577,4,4,2,4,4,3,4,4,4,3
787,577,3,3,3,4,3,3,4,3,3,2
788,578,1,4,2,3,3,4,3,3,3,3
789,579,3,4,2,3,3,4,2,3,4,4
790,580,3,3,4,3,3,4,3,4,4,4
791,580,3,4,2,4,4,3,4,3,3,2
792,581,3,4,3,4,4,3,4,3,4,3
793,582,1,3,3,4,3,4,2,4,4,3
794,582,3,3,4,4,3,4,4,4,4,3
795,583,4,3,2,4,4,4,3,4,4,3
796,584,3,2,3,4,3,3,3,3,3,3
797,585,3,3,3,4,3,4,4,3,3,3
798,586,4,3,2,4,3,3,3,3,3,3
799,587,4,3,2,3,1,1,3,4,4,4
800,587,4,4,2,4,1,4,2,4,4,4
801,588,2,4,3,4,4,3,3,4,3,2
802,589,3,3,2,4,3,4,4,4,4,2
803,590,3,4,3,4,3,3,4,4,4,3
804,591,4,4,3,4,4,4,4,3,4,3
805,592,3,3,3,4,3,4,3,3,4,3
806,593,3,2,3,4,2,3,3,3,2,3
807,593,3,4,3,3,4,2,3,2,2,2
808,594,3,2,2,4,3,3,3,3,4,2
809,595,3,4,2,4,4,3,4,4,3,4
810,596,3,3,2,4,3,3,3,4,4,2
811,596,3,4,3,4,3,3,3,3,4,3
812,597,4,3,3,3,3,4,3,3,3,3
813,597,4,3,2,3,4,4,3,4,4,2
814,598,4,2,2,4,2,3,4,4,4,4
815,599,3,2,2,4,4,2,4,3,3,4
816,600,4,3,2,4,2,4,3,4,4,2
817,600,2,3,3,4,3,4,4,4,4,3
818,601,4,4,4,4,4,3,2,3,4,2
819,602,1,3,3,4,3,4,3,3,4,3
820,603,1,4,4,4,4,4,4,4,4,4
821,604,4,4,3,4,4,3,3,4,4,3
822,605,4,3,2,4,3,3,3,4,4,2
823,605,4,3,2,3,3,3,3,3,3,2
824,605,4,3,2,3,3,3,2,3,3,2
825,606,3,3,2,4,3,3,4,4,3,3
826,607,3,2,4,4,3,2,4,3,3,3
827,608,3,3,2,4,3,3,3,3,3,3
828,609,3,3,3,4,3,4,3,3,4,3
829,609,3,3,3,4,3,4,3,3,4,3
830,610,3,3,2,4,2,3,3,4,4,2
831,611,4,3,3,4,3,4,3,3,4,3
832,612,1,2,2,4,4,3,4,1,3,2
833,613,3,4,4,4,3,4,4,4,4,4
834,613,3,2,3,4,2,3,4,4,4,2
835,614,4,4,3,4,4,3,4,4,4,4
836,615,3,4,2,4,3,4,2,3,4,3
837,616,3,2,2,2,2,3,2,3,3,2
838,617,2,3,2,4,3,4,3,4,4,3
839,617,2,3,3,4,3,4,3,3,3,2
840,618,3,2,2,4,2,3,4,3,4,2
841,618,3,2,2,3,2,4,3,3,4,3
842,619,3,4,3,4,4,3,4,3,4,4
843,620,3,3,2,3,3,4,3,3,3,2
844,621,3,2,2,3,2,3,2,3,3,2
845,622,3,4,4,4,4,4,4,4,4,3
846,623,2,4,3,4,4,4,3,4,4,4
847,624,3,4,2,4,2,1,2,4,1,2
848,625,4,2,3,4,2,4,2,3,4,2
849,626,2,3,2,4,3,3,3,3,4,3
850,626,3,3,3,4,3,3,3,3,3,3
851,627,3,2,2,3,3,3,3,2,3,2
852,628,3,4,2,4,4,3,4,4,4,4
853,628,4,4,4,4,4,4,4,4,4,4
854,629,3,3,2,4,3,4,2,3,4,2
855,629,4,3,3,4,4,4,4,4,4,4
856,630,4,4,2,4,4,4,4,4,4,4
857,631,3,3,2,3,3,3,3,3,3,2
858,632,4,3,3,3,3,3,4,3,4,3
859,633,4,3,2,4,3,2,4,4,4,2
860,634,2,3,3,4,4,4,4,3,4,3
861,635,4,4,3,4,4,4,4,4,4,4
862,636,3,3,2,4,3,3,4,3,3,2
863,637,2,4,3,4,4,4,4,3,4,4
864,638,3,3,2,4,2,4,2,4,3,2
865,639,3,3,2,4,2,2,3,4,4,3
866,640,2,3,3,4,3,3,4,3,4,3
867,640,3,3,1,4,3,4,2,3,3,3
868,641,3,2,2,4,2,3,3,4,4,2
869,642,3,3,2,4,2,3,4,4,4,2
870,643,4,4,3,4,4,4,4,4,4,4
871,644,2,4,2,4,3,3,4,4,3,3
872,645,4,3,4,4,4,4,4,4,4,4
873,645,4,4,4,4,4,4,4,4,4,4
874,646,3,3,2,4,3,3,3,4,4,2
875,646,3,3,2,4,3,4,3,4,3,2
876,647,4,4,4,4,4,4,4,4,4,3
877,648,1,3,4,4,4,3,3,4,4,4
878,648,2,3,3,3,3,3,3,4,3,3
879,649,4,4,4,4,4,4,4,4,4,4
880,649,4,3,4,3,3,4,4,3,4,4
881,650,4,2,2,2,4,3,4,4,3,2
882,650,3,4,2,4,2,4,4,4,3,2
883,651,3,3,2,2,3,3,2,3,3,2
884,651,4,4,4,2,2,4,3,3,4,4
885,652,3,2,2,4,4,3,4,3,4,4
886,652,1,2,4,4,4,4,3,4,4,4
887,653,4,4,4,4,4,3,3,4,4,3
888,654,2,4,2,4,3,4,3,3,4,4
889,655,3,3,4,4,3,4,4,4,4,2
890,655,3,3,3,4,2,4,4,4,4,2
891,656,3,3,3,4,3,4,4,4,4,4
892,657,2,4,3,4,4,4,4,4,4,4
893,657,3,4,3,4,4,4,4,4,4,4
894,658,4,3,3,4,3,4,3,4,4,3
895,659,4,4,3,4,4,4,2,4,4,4
896,660,4,2,2,4,2,4,2,4,4,2
897,661,2,2,3,4,3,4,3,3,3,3
898,662,4,4,3,3,2,4,3,3,4,2
899,663,3,3,2,4,4,4,4,4,3,2
900,664,3,3,3,3,3,3,3,3,4,3
901,665,3,4,4,4,3,4,4,4,4,4
902,666,2,3,3,4,2,3,3,3,4,4
903,667,3,2,2,4,3,2,3,3,4,3
904,667,2,3,2,3,3,3,3,3,3,3
905,668,1,4,4,2,2,3,4,1,3,2
906,669,3,4,2,4,3,3,4,3,4,4
907,669,4,4,2,4,3,4,3,3,3,3
908,670,3,3,2,4,2,3,4,3,3,2
909,671,3,2,2,4,4,3,4,3,4,4
910,672,4,4,1,4,4,4,4,4,4,4
911,672,4,4,4,4,4,4,4,4,4,3
912,673,4,3,3,4,3,4,3,4,4,3
913,673,4,3,3,3,3,4,3,4,4,3
914,674,3,2,2,3,2,3,3,4,3,2
915,674,3,2,3,4,3,3,3,4,4,3
916,675,2,3,3,4,4,4,4,4,4,3
917,675,1,4,3,4,4,4,4,4,4,3
918,676,4,3,3,4,3,4,3,4,4,3
919,676,4,3,3,4,4,4,4,4,4,3
920,677,2,4,2,4,3,3,4,4,4,3
921,677,4,3,2,4,3,3,3,4,4,3
922,678,3,2,3,4,2,3,3,4,3,2
923,678,3,2,2,3,3,3,4,4,4,3
924,679,1,3,4,3,4,3,3,4,3,4
925,679,3,4,2,2,2,4,4,4,3,4
926,680,3,4,3,4,4,4,4,3,3,3
927,681,3,3,2,4,2,1,2,3,3,2
928,682,2,3,2,4,3,4,2,4,3,2
929,683,3,3,4,4,4,4,4,3,4,3
930,683,3,4,4,4,4,3,3,3,4,4
931,684,3,2,2,4,2,4,2,3,4,2
932,685,4,4,3,4,4,4,4,4,4,4
933,686,2,3,3,4,3,3,4,3,3,3
934,687,4,4,4,4,4,4,4,4,4,4
935,688,1,4,3,4,4,2,4,3,4,3
936,688,2,3,2,4,2,2,4,3,1,2
937,689,4,3,2,3,3,4,3,4,4,2
938,690,3,4,2,4,4,4,3,4,3,4
939,691,3,3,2,3,2,4,4,3,3,3
940,691,4,4,4,3,4,3,3,4,3,3
941,692,1,3,2,4,4,3,4,4,4,4
942,692,4,3,2,4,3,4,3,4,4,4
943,693,4,3,3,4,3,4,3,3,3,3
944,694,3,3,2,4,3,3,2,3,3,3
945,694,4,4,2,4,3,4,4,3,4,3
946,695,3,3,3,4,3,3,4,4,3,3
947,695,3,4,3,4,3,3,4,4,4,4
948,696,4,3,3,2,2,2,3,2,1,2
949,696,4,4,2,4,4,3,4,3,4,4
950,697,3,3,2,3,3,4,2,3,4,2
951,697,3,3,4,4,3,4,3,3,3,3
952,698,1,4,3,4,4,4,3,4,4,3
953,698,3,3,3,4,4,4,3,4,4,3
954,699,4,3,3,4,3,3,4,4,4,3
955,699,3,3,2,4,3,3,4,3,3,2
956,700,4,3,3,3,3,4,3,3,4,3
957,701,3,3,3,4,3,3,4,3,4,3
958,702,4,3,2,4,2,4,3,4,4,4
959,702,4,3,4,4,3,4,4,3,4,4
960,703,3,3,2,4,3,4,3,2,3,3
961,703,3,3,3,4,3,3,3,3,3,3
962,704,4,4,2,4,4,4,4,4,4,4
963,704,2,3,3,4,4,4,2,3,4,2
964,705,1,4,3,4,4,4,4,3,2,3
965,706,2,3,4,4,3,3,4,3,4,3
966,707,1,4,4,4,4,3,4,4,4,4
967,707,3,4,4,4,4,4,4,4,4,3
968,708,3,3,3,4,4,4,4,3,4,3
969,709,1,3,3,3,3,1,4,2,2,4
970,710,4,3,2,4,2,3,2,4,4,2
971,711,3,4,2,2,4,4,2,3,3,2
972,712,2,3,3,4,3,3,3,3,4,3
973,713,1,3,3,4,4,4,4,4,4,4
974,713,4,4,3,4,3,4,3,4,4,4
975,714,4,3,3,4,3,3,4,3,4,3
976,714,4,3,4,4,3,4,4,4,3,3
977,715,3,3,2,4,2,3,2,3,3,2
978,716,3,4,3,4,4,4,4,3,3,4
979,716,2,3,4,4,3,4,3,4,4,4
980,717,2,4,4,4,4,1,4,3,3,4
981,718,4,3,3,4,4,4,4,4,4,3
982,718,4,3,4,4,4,4,4,4,4,3
983,719,2,3,3,3,3,3,3,2,2,4
984,720,2,3,2,3,3,1,3,3,3,3
985,721,3,3,2,3,3,3,4,3,4,3
986,722,4,4,3,4,4,4,4,4,4,3
987,722,4,4,4,4,4,4,4,4,4,4
988,723,1,4,3,3,3,3,3,4,1,4
989,724,3,2,2,4,1,3,2,3,3,2
990,725,4,4,4,4,2,4,3,4,4,4
991,725,4,4,4,4,2,4,4,4,4,4
992,726,3,4,4,4,4,4,4,4,3,2
993,727,3,4,2,4,4,3,3,2,4,4
994,728,4,3,3,4,3,4,4,4,4,3
995,729,3,3,2,4,3,3,3,4,4,2
996,729,3,4,3,4,3,4,4,4,4,3
997,730,3,4,3,4,4,4,4,4,4,3
998,730,4,4,4,4,4,4,4,4,4,4
999,731,3,4,3,4,4,3,4,4,4,3
1000,731,4,4,3,4,3,3,4,3,4,3
1001,732,3,3,3,4,3,3,3,3,3,3
1002,732,3,3,2,3,3,3,3,3,3,3
1003,733,4,4,3,4,4,4,4,4,4,4
1004,734,4,3,3,4,3,3,4,4,4,2
1005,735,4,4,4,4,4,4,4,4,4,4
1006,736,3,4,2,4,4,4,4,3,3,4
1007,737,4,3,3,4,3,4,3,3,4,3
1008,738,4,4,4,4,4,4,4,4,4,4
1009,738,4,4,2,4,4,3,4,3,4,4
1010,739,4,4,2,4,3,3,3,3,4,2
1011,740,4,2,2,3,3,3,3,3,3,2
1012,740,3,3,3,3,3,3,3,3,4,3
1013,741,1,3,4,4,3,2,4,3,2,3
1014,742,4,4,4,3,4,4,3,4,4,4
1015,743,2,4,3,4,3,4,4,3,4,3
1016,744,3,3,2,4,3,3,3,4,4,2
1017,745,2,3,3,4,3,4,3,3,3,3
1018,746,3,3,3,4,3,3,4,4,4,3
1019,747,4,3,2,4,2,3,4,4,4,2
1020,747,4,2,3,4,2,4,4,4,4,3
1021,748,4,3,2,4,3,3,4,4,4,2
1022,748,4,4,3,4,4,4,3,4,4,3
1023,749,1,4,4,4,4,4,4,3,4,4
1024,750,3,4,4,2,2,1,4,3,4,2
1025,750,1,4,2,4,2,3,2,3,3,2
1026,751,3,3,3,4,3,3,4,4,3,3
1027,752,4,3,4,3,3,3,3,3,4,3
1028,752,4,4,2,4,4,3,4,3,4,2
1029,753,4,3,2,4,2,3,2,4,4,3
1030,754,3,4,3,4,3,3,3,2,4,3
1031,755,1,4,4,4,4,4,4,4,4,4
1032,756,3,4,2,4,4,2,4,4,4,3
1033,757,3,4,3,4,4,3,3,4,4,3
1034,757,4,3,3,3,4,3,3,4,4,3
1035,758,2,3,4,4,4,4,4,3,4,3
1036,758,3,4,4,4,4,3,4,4,4,4
1037,759,4,3,2,4,4,4,4,3,4,3
1038,760,3,3,3,4,3,4,4,4,4,3
1039,760,3,4,3,4,3,4,3,4,4,3
1040,761,3,3,3,4,3,3,3,4,4,3
1041,761,4,3,3,4,3,4,3,4,4,3
1042,762,4,3,2,4,3,3,3,4,4,3
1043,763,4,4,3,4,4,4,4,4,4,4
1044,764,3,3,3,4,3,4,4,3,4,4
1045,765,3,3,3,4,3,3,3,3,3,3
1046,765,4,3,2,3,3,3,3,3,3,3
1047,766,3,3,4,4,4,4,4,3,4,2
1048,766,3,4,2,4,4,4,4,3,4,4
1049,767,3,2,2,4,2,3,2,3,3,2
1050,768,4,4,2,4,4,4,4,4,4,2
1051,769,3,3,3,3,3,3,2,4,4,4
1052,769,3,3,4,3,3,4,3,4,4,3
1053,770,4,3,4,4,3,4,3,3,3,3
1054,771,3,3,2,4,2,3,4,3,4,3
1055,772,2,4,3,4,4,3,3,4,4,3
1056,772,4,4,2,4,4,4,3,3,4,4
1057,773,3,3,2,3,2,3,3,3,3,3
1058,774,3,4,2,4,2,4,4,4,3,2
1059,774,3,4,4,4,2,4,4,3,4,4
1060,775,2,2,2,3,3,3,3,3,3,3
1061,776,4,2,2,4,4,1,4,3,4,2
1062,777,1,4,4,4,4,3,4,3,4,3
1063,778,4,4,4,4,4,4,4,1,4,4
1064,778,4,4,4,4,4,4,4,4,4,4
1065,779,4,2,2,4,2,3,4,4,4,4
1066,779,4,4,2,4,4,3,4,4,4,4
1067,780,3,3,2,4,3,3,4,3,3,3
1068,780,3,3,2,4,3,3,4,3,3,2
1069,781,4,4,4,4,4,4,4,3,4,4
1070,782,3,3,2,3,3,3,3,2,2,3
1071,783,4,3,3,4,3,2,4,4,4,3
1072,784,4,4,4,4,4,4,4,4,3,4
1073,784,4,4,4,4,4,1,4,4,4,4
1074,785,3,4,4,4,4,3,4,3,3,4
1075,786,3,4,4,3,4,3,4,3,3,4
1076,787,3,4,2,4,4,1,4,1,1,4
1077,788,4,2,2,4,3,4,3,4,4,2
1078,788,4,3,2,4,3,4,4,4,4,2
1079,789,4,4,2,4,2,4,4,4,4,4
1080,789,2,3,3,3,3,3,3,4,4,2
1081,790,3,4,2,4,2,3,3,3,4,3
1082,790,3,4,3,4,3,4,3,4,4,2
1083,791,4,3,3,4,3,4,3,4,4,3
1084,792,3,4,4,4,4,4,4,4,4,2
1085,793,4,3,2,4,3,3,3,4,4,3
1086,793,2,4,3,4,4,3,3,4,4,3
1087,794,4,4,3,4,4,4,4,4,4,4
1088,795,2,3,3,4,3,2,3,2,3,3
1089,795,3,3,3,3,3,3,3,2,3,3
1090,796,3,4,4,4,3,3,4,3,3,3
1091,797,4,3,3,4,3,3,3,3,3,3
1092,798,2,3,2,4,3,4,4,3,3,3
1093,799,1,3,4,3,3,3,4,4,3,4
1094,800,4,4,4,4,4,4,4,4,4,3
1095,800,3,4,4,4,4,3,4,4,4,3
1096,801,4,4,3,4,4,4,4,4,4,3
1097,802,3,3,3,3,3,4,3,4,4,3
1098,803,3,2,1,4,2,3,3,3,3,3
1099,803,3,2,2,4,3,3,3,3,3,3
1100,804,3,3,3,3,3,4,3,3,3,2
1101,805,2,4,3,4,3,3,2,3,4,2
1102,806,2,4,3,4,4,4,4,4,4,4
1103,807,2,3,3,3,3,4,4,4,4,4
1104,808,1,4,4,4,4,4,4,3,4,4
1105,808,4,4,4,2,3,4,4,3,3,3
1106,809,2,4,4,4,3,3,4,3,4,4
1107,810,4,4,4,4,3,4,4,4,3,4
1108,810,4,4,4,4,2,4,4,4,4,4
1109,811,4,3,2,4,3,3,4,3,3,2
1110,812,3,3,3,4,3,4,4,4,4,3
1111,813,3,3,3,4,3,4,3,4,4,3
1112,813,3,2,2,4,3,3,4,4,4,3
1113,814,4,3,3,4,3,4,4,4,4,3
1114,814,4,3,3,3,3,4,3,4,4,3
1115,815,3,3,4,4,4,4,4,3,4,3
1116,816,3,4,3,4,4,3,3,2,3,4
1117,816,2,4,3,4,3,3,2,4,4,3
1118,817,2,4,4,4,4,3,4,4,4,3
1119,818,4,3,2,4,3,4,3,4,4,4
1120,819,2,3,2,3,3,3,3,3,3,3
1121,819,1,3,4,3,4,3,2,3,3,2
1122,820,2,4,4,4,4,1,4,4,3,3
1123,821,3,4,2,4,4,4,4,4,4,3
1124,821,4,3,3,4,3,4,4,4,4,3
1125,822,2,3,4,4,3,3,3,4,4,3
1126,823,3,4,4,4,4,4,4,3,4,4
1127,824,2,3,3,4,4,4,4,3,2,3
1128,824,1,3,3,4,2,3,2,3,3,4
1129,825,4,3,2,4,3,4,3,4,4,3
1130,825,3,3,3,4,3,3,3,4,4,3
1131,826,4,4,4,3,2,3,4,3,4,4
1132,826,1,4,3,2,4,4,4,3,4,2
1133,827,3,3,3,4,4,2,3,3,4,3
1134,828,3,3,2,3,3,3,3,3,3,2
1135,829,3,4,2,3,2,3,3,3,4,4
1136,830,3,4,4,4,4,3,2,4,3,2
1137,831,4,4,4,4,3,3,3,4,4,3
1138,832,3,3,3,3,3,4,3,3,3,3
1139,832,3,3,2,4,3,3,4,3,3,2
1140,833,3,2,1,3,1,2,3,4,3,1
1141,833,2,3,4,4,3,3,3,3,3,2
1142,834,3,3,2,2,3,3,2,3,3,2
1143,835,3,3,2,2,2,3,2,3,3,2
1144,836,1,4,4,4,4,4,4,4,4,3
1145,836,1,3,3,4,3,1,4,4,4,3
1146,837,3,3,2,3,2,2,2,3,3,2
1147,838,4,4,3,4,3,3,4,3,4,4
1148,839,3,3,3,4,3,3,3,4,3,3
1149,840,4,4,3,4,4,3,4,4,4,3
